name,latitude,longitude,address,provider,connectors,online,kilowatts,twenty_four_hours
"BlueSG open to EVs: Blk 112, Bishan Street 12",1.346635,103.848961,"112 Bishan Street 12, Singapore 570112",Plugshare,4,FALSE,,FALSE
Charge+: Les Mains Patisserie,1.315606,103.925587,47 Jalan Tua Kong Singapore 457247,Plugshare,1,FALSE,,FALSE
Shell Newton Hooper,1.311417,103.843102,"150 Bukit Timah Rd, Singapore 229846",Plugshare,1,TRUE,50,TRUE
Upper Bukit Timah Shell Recharge,1.338447451,103.77691,"35 Upper Bukit Timah Rd, Singapore 588166",Plugshare,2,FALSE,,TRUE
Charge+ (in operation) (Coming Soon),1.437431,103.801205,"644A Woodlands Ring Rd, Singapore 731644",Plugshare,3,FALSE,,FALSE
Techlink,1.33594,103.905571,"31 Kaki Bukit Rd 3, Singapore 417818",Plugshare,2,TRUE,50,TRUE
Sengkang Grand Mall,1.3818507,103.8927293,70 Compassvale Bow Singapore 544692,Plugshare,4,FALSE,,TRUE
Up@Robertson Quay,1.290676,103.837616,"75 Robertson Quay, Singapore 238238",Plugshare,2,FALSE,,FALSE
SP Group: Rivervale Mall,1.392337,103.904346,"11 Rivervale Crescent, Singapore 545082",Plugshare,6,FALSE,,TRUE
"BlueSG open to EVs: Blk 334, Clementi Ave 2",1.314714,103.768249,"334 Clementi Ave 2, Singapore 120334",Plugshare,4,FALSE,,FALSE
700A Pasir Ris Drive 10,1.380776334,103.9385398,511700,Plugshare,3,FALSE,,FALSE
Caltex Jurong spring,1.349641,103.71487,"100 Jurong West Ave 1, Singapore 649519",Plugshare,1,FALSE,,TRUE
LHN Energy Phoenix Park,1.29804,103.816568,"318 Tanglin Rd, Singapore 247979",Plugshare,1,FALSE,,FALSE
National Heart Center,1.281513,103.836831,"17 Third Hospital Avenue, Singapore",Plugshare,1,FALSE,,FALSE
BlueSG open to EVs: Across 343 Telok Kurau Road,1.308638,103.912318,"21A St. Patrick's Road, Singapore 424143",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 230, Jurong East St 21",1.341795,103.737547,"230 Jurong East Street 21, Singapore 600231",Plugshare,4,FALSE,,FALSE
Resorts World Sentosa,1.257043,103.820353,"8 Sentosa Gateway, Singapore 098269",Plugshare,3,TRUE,50,TRUE
SP: Vivocity,1.264843,103.823285,"1 HarbourFront Walk, Singapore 098585",Plugshare,4,FALSE,,TRUE
Connexion,1.312553,103.854282,"1 Farrer Park Station Rd, Singapore 217562",Plugshare,2,TRUE,43,TRUE
GoParkin: Union Gas building,1.350622,103.89087,"89 Defu Lane 10, Singapore 539220",Plugshare,2,FALSE,,TRUE
Charge+: Defu Industrial City,1.344882732,103.8967512,2 Defu South Street 1,Plugshare,3,FALSE,,TRUE
ESSO Pioneer,1.312940252,103.6873451,19 Pioneer Road S628499,Plugshare,2,FALSE,,TRUE
The Concourse,1.30136,103.862236,"300 Beach Rd, Singapore 199555",Plugshare,1,TRUE,3.7,FALSE
"BlueSG open to EVs: Blk 854A, Jurong West St 81",1.347799,103.696657,"854A Jurong West Street 81, Singapore 641854",Plugshare,4,FALSE,,FALSE
BlueSG open to EVs: Blk 265 Yishun St 22,1.436903,103.838345,"266 Yishun Street 22, Singapore 760266",Plugshare,4,FALSE,,FALSE
Singapore Polytechnic MSCP,1.311246,103.776681,"Dover Road, Commonwealth‎ 13, Singapore",Plugshare,1,FALSE,,FALSE
Autobacs Ubi,1.33314,103.896672,"10 Ubi View, Singapore 408543",Plugshare,2,TRUE,43,TRUE
KED ENERGY PTE LTD,1.336371265,103.7546585,"48 Toh Guan Rd E, Singapore 608586",Plugshare,3,FALSE,,TRUE
CDG Engie: West Coast Park (McDonald’s),1.297562,103.763779,"71 W Coast Hwy, Singapore 126844",Plugshare,2,FALSE,,FALSE
Shell,1.331795,103.888855,"255 Paya Lebar Rd, Singapore 409037",Plugshare,1,TRUE,50,TRUE
CDGE: Esso Upper Aljunied,1.332267826,103.8790348,"373 Upper Aljunied Rd, Singapore 367859",Plugshare,1,FALSE,,TRUE
"BlueSG open to EVs: Blk 903, Jurong West St 91",1.33961,103.686232,"903 Jurong West Street 91, Singapore 640903",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 117, Commonwealth Drive",1.306944,103.799533,"117 Commonwealth Cres, Singapore",Plugshare,4,FALSE,,FALSE
UE Square Tower (red zone),1.293274,103.84234,"205 River Valley Rd, Singapore 238274",Plugshare,2,FALSE,,TRUE
"BlueSG open to EVs: Blk 966A, Hougang Ave 9",1.377945,103.877754,"966A Hougang Avenue 9, Singapore 531966",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 326, Ubi Ave 1",1.32726,103.904208,"327 Ubi Ave 1, Block 327, Singapore 400327",Plugshare,4,FALSE,,FALSE
BlueSG open to EVs: BLK 853 Yishun Ring Road,1.416467,103.836745,"853 Yishun Ring Road, Singapore 760853",Plugshare,1,FALSE,,FALSE
BlueSG open to EVs: Blk 513 Yishun Street 51,1.415948,103.8442,"513c Yishun Street 51, Singapore 760513",Plugshare,4,FALSE,,FALSE
LHN Energy Raeburn Park,1.273106,103.833155,"10 Raeburn Park, Singapore 088702",Plugshare,1,FALSE,,FALSE
135A Pasir Ris Street 11,1.364802,103.956863,135A Pasir Ris Street 11,Plugshare,3,FALSE,,FALSE
SP Group: Jewel Changi Airport,1.360699,103.989603,78 Airport Boulevard Singapore 819666,Plugshare,6,TRUE,22,FALSE
Tanah Merah Country Club Tampines Course,1.32701961,103.9699416,151 Xilin Avenue,Plugshare,9,FALSE,,FALSE
Mapletree,1.3192148,103.6882628,21 benoi sector,Plugshare,2,FALSE,,FALSE
SPC Bukit Batok,1.343242791,103.7583437,"50 Bukit Batok East Ave 3, Singapore 659879",Plugshare,1,FALSE,,TRUE
Expo Carpark D,1.333976255,103.9583871,1 Expo drive ,Plugshare,5,FALSE,,TRUE
CDG 787A Choa Chu Kang Dr,1.395113396,103.7476611,"787A Choa Chu Kang Dr, 新加坡 680787",Plugshare,1,FALSE,,FALSE
LHN Energy,1.372804,103.763206,794 Upper Bukit Timah Road,Plugshare,1,FALSE,,FALSE
CDGE: 117 Alkaff Crescent,1.336864883,103.8730202,"117 Alkaff Cres, Singapore 341115",Plugshare,3,FALSE,,FALSE
IKEA Tampines,1.373907,103.932551,"60 Tampines North Drive 2, Singapore 528764",Plugshare,4,TRUE,7.4,FALSE
BlueSG open to EVs: Blk 157 Ang Mo Kio Ave 4,1.375126,103.839276,"157 Ang Mo Kio Avenue 4, Singapore 56",Plugshare,4,FALSE,,FALSE
Charge+: 220 Hougang Street 21,1.356983,103.884404,220 Hougang St 21,Plugshare,3,FALSE,,FALSE
BlueSG open to EVs: 52 Sims Place,1.316535,103.880084,"52 Sims Pl, Singapore 380052",Plugshare,4,FALSE,,FALSE
bluecharge@senja link 651,1.386895443,103.7643987,senja link 651 carpark,Plugshare,4,FALSE,,FALSE
Jit Poh Building,1.272962,103.842388,"19 Keppel Road, Singapore",Plugshare,1,FALSE,,TRUE
"BlueSG open to EVs: Blk 602, Clementi West St 1",1.305137,103.766255,"602 Clementi West Street 1, Singapore 120602",Plugshare,4,FALSE,,FALSE
CDGEG: Blk 146A Lorong 2 Toa Payoh,1.334501,103.845655,"146A Lor 2 Toa Payoh, Singapore 311146",Plugshare,3,FALSE,,FALSE
"BlueSG open to EVs: Blk 117, Potong Pasir Ave 1",1.336562,103.863076,"114 Potong Pasir Ave 1, Singapore 350114",Plugshare,4,FALSE,,FALSE
Molek Pine 4 (3.7 kW AC),1.525273,103.784371,"Jalan Molek 1/27, 81750‎ Pasir Gudang‎ Johor, Maleisië",Plugshare,4,FALSE,,FALSE
Sheraton Towers,1.311664,103.83638,"39 Scotts Rd, Singapore 228230",Plugshare,4,FALSE,,TRUE
CDG EV Charger,1.35583,103.844308,290A Bishan St 24,Plugshare,3,FALSE,,FALSE
"BlueSG open to EVs: Bedok South Ave 3, behind blk 69",1.319527,103.942997,"behind blk 69, bedok south ave 3",Plugshare,4,FALSE,,FALSE
D'Arena@Upper Jurong by EVone Charging,1.3294741,103.6822694,"511 Upper Jurong Rd, Singapore 638366",Plugshare,2,FALSE,,TRUE
BlueSG open to EVs: 37 Chai Chee Street,1.325191,103.925778,"36 Chai Chee Avenue, Singapore 461037",Plugshare,4,FALSE,,FALSE
CDG Engie - 274A Toh Guan Road,1.341565,103.747455,"274A Toh Guan Rd, Singapore 600276",Plugshare,3,FALSE,,FALSE
BlueSG open to EVs: 420 Tampines St 41,1.357784,103.947142,"419 Tampines Street 41, Singapore 529204",Plugshare,4,FALSE,,FALSE
CDGE: Singapore Botanic Gardens Botany Centre,1.3084224,103.8182032,"1 Cluny Rd, Singapore 259569",Plugshare,2,FALSE,,FALSE
Charge+: 633 Punggol Drive,1.400696,103.913915,"633 Punggol Dr, Singapore 820633",Plugshare,2,FALSE,,FALSE
"BlueSG open to EVs: Blk 688, Hougang St 61",1.375892,103.885486,"688 Hougang Street 61, Block 688, Singapore 530688",Plugshare,4,FALSE,,FALSE
Shell Recharge Tanglin Mall,1.305026,103.823851,"163, Tanglin Road, 247933",Plugshare,4,FALSE,,TRUE
BlueSG open to EVs: Blk 769 Yishun Ave 3,1.424279,103.833275,"769 Yishun Avenue 3, Singapore 760769",Plugshare,4,FALSE,,FALSE
Gardens By The Bay - Bayfront Plaza,1.279198,103.860073,"Unnamed Road, Singapore",Plugshare,1,FALSE,,FALSE
ChargEco: Block 80 HDB Car Park,1.274012011,103.8073596,"80 Telok Blangah Street 31, Singapore 102080",Plugshare,3,FALSE,,FALSE
NUS Stephen Riady Center,1.304036,103.77304,"2 College Ave West, Singapore",Plugshare,5,FALSE,,FALSE
Willing Hearts,1.314248278,103.9070455,1 LorJ Telok Kurau,Plugshare,1,FALSE,,FALSE
Shell Tampines,1.349178,103.948016,"9 Tampines Ave 2, Singapore 529731",Plugshare,2,FALSE,,TRUE
Marina Bay Sands,1.285604,103.861107,"10 Bayfront Ave, Singapore 018956",Plugshare,8,TRUE,22,FALSE
Bluecharge: Blk 32 Telok Blangah Rise,1.273182824,103.8210055,"Telok Blangah Rise, Mount Faber Grace Park, Singapore",Plugshare,4,FALSE,,FALSE
Shell Braddell,1.3449,103.864464,"110 Braddell Rd, Singapore 359914",Plugshare,1,TRUE,50,TRUE
"BlueSG open to EVs: Blk 809, Yishun Ring Road",1.416877,103.83055,"809 Yishun Ring Rd, Singapore 760809",Plugshare,4,FALSE,,FALSE
SP Group: Marina Square,1.29179,103.857758,"Raffles Blvd, Singapore",Plugshare,3,TRUE,43,TRUE
Tampines Plaza,1.353142,103.943078,"3 Tampines Central 1, Singapore 529540",Plugshare,4,TRUE,50,TRUE
"BlueSG open to EVs: Blk 103, Jalan Rajah",1.327412,103.852496,"103 Jln Rajah, Block 103, Singapore 321103",Plugshare,4,FALSE,,FALSE
Lee Kong Chian School of Medicine,1.321851,103.848984,"11 Mandalay Rd, Singapore",Plugshare,1,TRUE,3.7,FALSE
Charge+: 519A Woodlands Drive 14,1.434427612,103.7923171,"519A Woodlands Drive 14, Singapore 731519",Plugshare,3,FALSE,,FALSE
Shell Recharge Pasir Ris,1.365821,103.966996,"1 New Loyang Link, Singapore 506931",Plugshare,1,TRUE,180,TRUE
Tiong Bahru Plaza,1.2862842,103.8277824,"355 Jln Bukit Ho Swee, Singapore 169567",Plugshare,2,FALSE,,TRUE
Charge+: 226 Sumang Lane,1.4029418,103.8934653,"226 Sumang Lane, Singapore 820226",Plugshare,3,FALSE,,FALSE
"BlueSG open to EVs: Blk 537, Bt Batok St 52",1.354886,103.751171,"539 Bukit Batok Street 52, Block 539, Singapore 650539",Plugshare,4,FALSE,,FALSE
65A Kallang Bahru MSCP,1.3198411,103.8690631,65A Kallang Bahru S(331065),Plugshare,3,FALSE,,FALSE
"Bluecharge: 50 Beach View, Basement",1.251294,103.818745,"50 Beach View, Singapore 098604",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 329, Anchorvale St",1.396432,103.88939,"329 Anchorvale St, Singapore 540329",Plugshare,4,FALSE,,FALSE
CDGE: Autobay @ Kakit Bukit,1.3416647,103.9125865,1 Kakit Bukit Ave 6 ,Plugshare,1,FALSE,,TRUE
CDGE: 635A Jurong West Street Car Park,1.342288,103.69866,"635A Jurong West Street 65, Singapore 641635",Plugshare,3,FALSE,,FALSE
Storhub Toa Payoh,1.333221,103.852334,"615 Lrg. 5 Toa Payoh, Singapore 319457",Plugshare,2,TRUE,7.4,FALSE
Capella Hotel Solacharge,1.2496291,103.8243003,"1 The Knolls, Sentosa Island, 098297",Plugshare,3,FALSE,,FALSE
Shell Paya Lebar,1.322042,103.891624,"98 Paya Lebar Rd, Singapore 409008",Plugshare,1,TRUE,50,TRUE
"Bluecharge: 534, Bedok North St 3",1.334142,103.927754,"534 Bedok North Street 3, Singapore 460534",Plugshare,4,FALSE,,FALSE
The Siemens Center,1.328057,103.870776,"62 MacPherson Rd, Singapore",Plugshare,1,TRUE,4.6,FALSE
AA CENTRE,1.289876,103.812956,"2 Kung Chong Rd, Singapore 159140",Plugshare,2,TRUE,30,FALSE
CDGE: Sin Ming Autocity,1.3592956,103.8392412,160 Sin Ming Drive,Plugshare,1,FALSE,,TRUE
CDG Engie- Blk 451 Bukit Batok West Ave 6,1.353007,103.743458,Blk 451 Bukit Batok West Ave 6,Plugshare,3,FALSE,,FALSE
"BlueSG open to EVs: Blk 609, Bedok Reservoir Road",1.33138,103.912313,"610 Bedok Reservoir Rd, Block 610, Singapore 470610",Plugshare,4,FALSE,,FALSE
BlueSG open to EVs: Blk 108 Simei St 1,1.343233,103.950837,"108 Simei Street 1, Singapore 520108",Plugshare,4,FALSE,,FALSE
SP Group: Caltex Changi,1.316149,103.900084,"78 Changi Rd, Singapore 419714",Plugshare,1,FALSE,,TRUE
Charge+: BLK 315 MSCP Y65M,1.432573,103.841762,"315 Yishun Ave 9, Block 315 Carpark, Singapore",Plugshare,4,FALSE,,FALSE
"Charge+: 431 Yishun Ave 1, Deck 5",1.420133,103.847638,"431c Yishun Ave 1, Singapore",Plugshare,3,FALSE,,FALSE
CDG: 183 Boon Lay MSCP,1.349273761,103.7094669,"183 Boon Lay Ave, Singapore 641183",Plugshare,3,FALSE,,FALSE
"CDG Engie - 311, Clementi Ave 4",1.319082,103.765158,"311 Clementi Ave 4, Singapore 120311",Plugshare,3,FALSE,,FALSE
BlueSG open to EVs: Blk 590 Ang Mo Kio St 51,1.371474,103.853217,"590 Ang Mo Kio Street 51, Singapore",Plugshare,4,FALSE,,FALSE
CDG Engie - 85 Dawson Road,1.29541,103.809262,85 Dawson Road,Plugshare,3,FALSE,,FALSE
116 Jalan Tenteram MSCP,1.3277547,103.8611462,116 Jalan Tenteram,Plugshare,3,FALSE,,FALSE
"BlueSG open to EVs: Blk 203, Compassvale Road",1.387004,103.895935,"Blk 203, Singapore",Plugshare,4,FALSE,,FALSE
Zhongshan Mall,1.327329,103.846394,"20 Ah Hood Rd, Singapore",Plugshare,2,TRUE,50,TRUE
Shell,1.324259,103.842094,"324 Thomson Rd, Singapore 307672",Plugshare,1,FALSE,,TRUE
CDG Blk 289H Bukit Batok Street 25,1.344397053,103.7600309,"Blk 289H Bukit Batok Street 25, 新加坡 657289",Plugshare,1,FALSE,,FALSE
BlueCharge: 425 Bedok North Road,1.329215,103.929551,425 Bedok Road Singapore 460425 ,Plugshare,4,FALSE,,FALSE
CDG Engie - Blk 810 Choa Chu Kang Ave 7,1.373813,103.746674,"810 Choa Chu Kang Ave 7, Singapore 681810",Plugshare,3,FALSE,,FALSE
870B Tampines St 86 (MSCP),1.356331,103.931039,"870B Tampines Street 86, Singapore 522870",Plugshare,3,FALSE,,FALSE
Charge+: Blk 440 (MSCP) Fernvale Link,1.392986,103.878422,"440 Fernvale Link, Singapore 790440",Plugshare,3,FALSE,,FALSE
Jurong Point,1.339342,103.705387,"1 Jurong West Central 2, Jurong Point, Singapore 648886",Plugshare,2,FALSE,,FALSE
"20 Ayer Rajah Crescent, Technopreneur Centre",1.295231,103.789842,"20 Ayer Rajah Crescent, Singapore",Plugshare,1,FALSE,,FALSE
The Capricorn Underground Car Park,1.289639,103.778957,"1 Science Park Rd, Singapore 117528",Plugshare,1,TRUE,50,TRUE
Storhub Jurong East by EVone Charging,1.3392365,103.7493724,3C Toh Guan Road East,Plugshare,1,FALSE,,TRUE
PE Drive Charging Station,1.331391,103.89573,"52 Ubi Avenue 3, Singapore 408867",Plugshare,1,FALSE,,FALSE
"BlueSG open to EVs: Blk 269, Tampines St 21",1.350668,103.947558,"269 Tampines Street 21, Singapore 520269",Plugshare,4,FALSE,,FALSE
One@Redhill Centre,1.284876,103.808552,"1 Jln Kilang Barat, Singapore 159345",Plugshare,2,FALSE,,TRUE
Millenia Walk,1.291826,103.860199,9 Raffles Boulevard ,Plugshare,1,FALSE,,FALSE
CDG Teck Whye Ln Blk 118A Carpark,1.379520436,103.7499343,"118A Teck Whye Ln, Singapore 681118",Plugshare,1,FALSE,,FALSE
Kim Chuan-Tai Seng by EVone Charging,1.33778,103.891319,"1005 Tai Seng Ave, #01-2576",Plugshare,1,FALSE,,TRUE
"BlueSG open to EVs: Blk 165, Yishun Ring Road",1.435556,103.831963,"165 Yishun Ring Rd, Singapore 760165",Plugshare,4,FALSE,,FALSE
Pan Pacific Serviced Suites Beach Road,1.299576,103.860151,7500B Beach Road,Plugshare,6,FALSE,,TRUE
MILLENIA PRIVATE LIMITED,1.291937,103.859741,"#B1-01 MILLENIA TOWERSINGAPORE, Singapore, 039192",Shell,4,TRUE,24,TRUE
SHELL TELOK BLANGAH 621_01,1.270383,103.812867,"450 TELOK BLANGAH ROADSINGAPORE, Singapore, 098857",Shell,4,TRUE,26,TRUE
SUNTEC CITY (6 ZONES),1.29448,103.858305,"3 TEMASEK BOULEVARDSINGAPORE, Singapore, 038983",Shell,4,TRUE,21,TRUE
SHELL 305 OUTRAM 661_01.,1.28774,103.835,"305 OUTRAM ROADSINGAPORE, Singapore, 169072",Shell,4,TRUE,24,TRUE
SHELL HAVELOCK 669_01.,1.290006,103.832466,"548 HAVELOCK ROADSINGAPORE, Singapore, 169637",Shell,4,TRUE,22,TRUE
SHELL EAST COAST 631_01,1.308193,103.909796,"338 EAST COAST ROADSINGAPORE, Singapore, 428961",Shell,4,TRUE,23,TRUE
SHELL DUNMAN 639_01,1.309721,103.900959,"743 DUNMAN ROADSINGAPORE, Singapore, 439241",Shell,4,TRUE,19,TRUE
SHELL TANJONG KATONG 650_01,1.310955,103.894427,"191 TANJONG KATONG ROADSINGAPORE, Singapore, 436993",Shell,4,TRUE,27,TRUE
SHELL GUILLEMARD 662_01,1.310577,103.883834,"132 GUILLEMARD ROADSINGAPORE, Singapore, 399720",Shell,4,TRUE,23,TRUE
SHELL TIONG BAHRU 629_01,1.288301,103.819613,"603 TIONG BAHRU ROADSINGAPORE, Singapore, 158788",Shell,4,TRUE,24,TRUE
SHELL SIGLAP 602_01,1.312499,103.926555,"40 UPPER EAST COAST ROADSINGAPORE, Singapore, 455212",Shell,4,TRUE,19,TRUE
SHELL GEYLANG LOR 7 668_01,1.311984,103.875625,"203 GEYLANG ROADSINGAPORE, Singapore, 389266",Shell,4,TRUE,26,TRUE
SHELL CHANGI KEMBANGAN 601_01,1.318787,103.912929,"460 CHANGI ROADSINGAPORE, Singapore, 419883",Shell,4,TRUE,29,TRUE
KOMOCO MOTORS - EV,1.291688,103.810306,"253 ALEXANDRA ROAD #01-01SINGAPORE, Singapore, 159936",Shell,4,TRUE,18,TRUE
SHELL ALEXANDRA 651_01,1.290666,103.806853,"358 ALEXANDRA ROADSINGAPORE, Singapore, 159950",Shell,4,TRUE,22,TRUE
SHELL SERANGOON RD 645_01,1.314435,103.857134,"509 SERANGOON ROADSINGAPORE, Singapore, 218152",Shell,4,TRUE,25,TRUE
SHELL 168 PASIR PANJANG 635_01,1.277511,103.789709,"168 PASIR PANJANG ROADSINGAPORE, Singapore, 118556",Shell,4,TRUE,30,TRUE
SHELL Q'WAY ANCHORAGE 640_01,1.289379,103.802905,"260 QUEENSWAYSINGAPORE, Singapore, 149060",Shell,4,TRUE,28,TRUE
SHELL PAYA LEBAR PIE 627_01,1.321708,103.891643,"98 PAYA LEBAR ROADSINGAPORE, Singapore, 409008",Shell,4,TRUE,27,TRUE
SHELL NEWTON HOOPER RD 643_01,1.311378,103.843095,"150 BUKIT TIMAH ROADSINGAPORE, Singapore, 229846",Shell,4,TRUE,29,TRUE
SHELL NEWTON CIRCUS 655_01,1.311142,103.842285,"143 BUKIT TIMAH RDSINGAPORE, Singapore, 229843",Shell,4,TRUE,26,TRUE
CUSCADEN TANGLIN MALL,1.304805,103.823901,"163 TANGLIN ROAD B2-01 TANGLIN MALLSINGAPORE, Singapore, 247933",Shell,4,TRUE,21,TRUE
SHELL MOULMEIN 632_01,1.318876,103.849692,"103 MOULMEIN ROADSINGAPORE, Singapore, 308080",Shell,4,TRUE,21,TRUE
SHELL CWEALTH/STIRLING 612_01,1.297515,103.803366,"355 COMMONWEALTH AVENUESINGAPORE, Singapore, 149731",Shell,4,TRUE,29,TRUE
SHELL P.LEBAR M'PHERSON 638_01,1.331822,103.888725,"255 PAYA LEBAR ROADSINGAPORE, Singapore, 409037",Shell,4,TRUE,30,TRUE
SHELL MACPHERSON 617_01,1.331146,103.877749,"259 MACPHERSON ROADSINGAPORE, Singapore, 348584",Shell,4,TRUE,23,TRUE
SHELL THOMSON NOVENA 665_01,1.324175,103.842151,"324 THOMSON ROADSINGAPORE, Singapore, 307672",Shell,4,TRUE,27,TRUE
SHELL SIMPANG BEDOK 623_01,1.330835,103.947557,"331 BEDOK ROADSINGAPORE, Singapore, 469504",Shell,4,TRUE,26,TRUE
SHELL 328 PASIR PANJANG 646_01,1.289315,103.777853,"328 PASIR PANJANG ROADSINGAPORE, Singapore, 118654",Shell,4,TRUE,30,TRUE
SINGAPORE EXPO,1.3341,103.959,"02-01 SINGAPORE EXPOSINGAPORE, Singapore, 486150",Shell,4,TRUE,14,TRUE
SHELL EASTERN PETROLEUM (PTE) LTD,1.305927,103.791651,"9 NORTH BOUNA VISTA DRI, BASEMENT 1SINGAPORE, Singapore, 138588",Shell,4,TRUE,33,TRUE
SHELL DUNEARN UNI 658_01,1.323306,103.817319,"314 DUNEARN ROADSINGAPORE, Singapore, 299551",Shell,4,TRUE,24,TRUE
SHELL BRADDELL 642_01,1.344578,103.864639,"110 BRADDELL ROADSINGAPORE, Singapore, 359914",Shell,4,TRUE,21,TRUE
SHELL TOA PAYOH 663_01,1.341095,103.848894,"248 LORONG 1 TOA PAYOHSINGAPORE, Singapore, 319755",Shell,4,TRUE,22,TRUE
SHELL HOUGANG 675_01.,1.349386,103.889993,"600 HOUGANG AVE 3SINGAPORE, Singapore, 538846",Shell,4,TRUE,21,TRUE
SHELL TAMPINES AVE 2,1.349153,103.947705,"9 TAMPINES AVENUE 2SINGAPORE, Singapore, 529731",Shell,4,TRUE,20,TRUE
SHELL LAKEVIEW 657_01,1.347975,103.838557,"80 UPPER THOMSON ROADSINGAPORE, Singapore, 574326",Shell,4,TRUE,21,TRUE
SHELL DUNEARN ENG NEO 666_01,1.331007,103.798941,"648 DUNEARN ROADSINGAPORE, Singapore, 289629",Shell,4,TRUE,28,TRUE
SHELL SIN MING 625_01,1.351306,103.835411,"183A UPPER THOMSON ROADSINGAPORE, Singapore, 574332",Shell,4,TRUE,21,TRUE
SHELL YIO CHU KANG 633_01,1.360672,103.873902,"158 YIO CHU KANG ROADSINGAPORE, Singapore, 545612",Shell,4,TRUE,25,TRUE
SHELL SGN GDN 606_01,1.363303,103.867444,"49 SERANGOON GARDEN WAYSINGAPORE, Singapore, 555944",Shell,4,TRUE,20,TRUE
EV LUMENS AUTO PTE LTD,1.359432,103.839865,"300 Sin Ming RoadSINGAPORE, Singapore, 575626",Shell,4,TRUE,22,TRUE
SHELL PASIR RIS 607_01,1.365855,103.967185,"1 NEW LOYANG LINKSINGAPORE, Singapore, 506931",Shell,4,TRUE,22,TRUE
SHELL ANG MO KIO AVE 6 670_01,1.367955,103.844734,"3535 ANG MO KIO, AVENUE 6SINGAPORE, Singapore, 569839",Shell,4,TRUE,29,TRUE
SHELL UPP BT TIMAH PIE 659_01,1.338636,103.776808,"35 UPPER BUKIT TIMAH ROADSINGAPORE, Singapore, 588166",Shell,4,TRUE,29,TRUE
SHELL PIERCE RESERVOIR 636_01,1.369931,103.828086,"551 UPPER THOMSON ROADSINGAPORE, Singapore, 574415",Shell,4,TRUE,29,TRUE
SHELL SELETAR HILLS 613_01,1.383614,103.877004,"298 YIO CHU KANG ROADSINGAPORE, Singapore, 805908",Shell,4,TRUE,26,TRUE
SHELL BT TIMAH HILL 667_01,1.345916,103.772113,"219 UPPER BUKIT TIMAH ROADSINGAPORE, Singapore, 588186",Shell,4,TRUE,26,TRUE
EV SINGAPORE AERO ENGINE,1.373256,103.982242,"11 CALSHOT ROADSINGAPORE, Singapore, 509932",Shell,4,TRUE,24,TRUE
SHELL BT BATOK NP 630_01,1.347664,103.764828,"28 BUKIT BATOK EAST AVENUE 6SINGAPORE, Singapore, 659760",Shell,4,TRUE,24,TRUE
